,tr,ts,ti,n,alpha,Ks,RMSETWT,RMSEVOL,RMSE,Converged
116,0.03,0.34,0.1,4.5,0.027999999999999994,0.24000000000000002,0.17371859037160137,0.2766742597050424,0.3266906711616196,0
118,0.03,0.4600000000000001,0.09,9.25,0.05,0.41000000000000003,0.897564066169959,0.6547311199772519,1.1109878902788353,0
119,0.03,0.4,0.09,8.5,0.03,0.46,1.6687233402519748,1.6540018004625425,2.3495445393171503,0
120,0.03,0.4,0.09,8.25,0.09999999999999999,0.11,1.2126646138097334,0.785010354910473,1.4445749281027194,0
123,0.03,0.36,0.09,6.0,0.09,0.36000000000000004,0.2771289286058138,0.15681674700639173,0.3184210030947596,0
124,0.03,0.4,0.09,9.75,0.02,0.36000000000000004,1.0655259656723288,2.014405700514836,2.2788540782131306,0
125,0.03,0.4,0.09,8.0,0.01,0.46,2.3494529287720427,5.741296262279684,6.203419366428664,0
126,0.03,0.36,0.09,1.5,0.08,0.11,,,,1
127,0.03,0.4600000000000001,0.09,7.25,0.02,0.16000000000000003,0.5500863916282964,0.39751933889015584,0.678687456084394,0
128,0.03,0.42000000000000004,0.09,5.5,0.08,0.31000000000000005,0.4675174810628968,0.19158466607481933,0.505249719816247,0
129,0.03,0.44000000000000006,0.09,5.75,0.09999999999999999,0.36000000000000004,0.030672992379381106,0.1778921991450628,0.18051722072470608,0
130,0.03,0.44000000000000006,0.09,1.5,0.060000000000000005,0.31000000000000005,,,,1
131,0.03,0.36,0.09,3.0,0.09,0.46,0.24406640412379016,0.1000829380230884,0.26378969673823616,0
132,0.03,0.34,0.1,3.0,0.022,0.18000000000000002,0.15972944716911966,0.004556852897925573,0.1597944341999618,0
133,0.03,0.36,0.09,2.75,0.09,0.41000000000000003,0.38861253735211143,0.22829896563132598,0.45071068535766884,0
134,0.03,0.4600000000000001,0.09,8.5,0.03,0.46,1.6782623108420136,1.7204717202267519,2.4034532082178703,0
135,0.03,0.36,0.09,4.5,0.06999999999999999,0.46,0.07188232901900997,0.20878716435643246,0.22081473960131634,0
136,0.03,0.42000000000000004,0.09,7.25,0.03,0.41000000000000003,0.6597464681548082,1.3553344172073056,1.5073807696495967,0
137,0.03,0.38,0.09,8.0,0.05,0.46,0.9206656197611678,0.7415497285808506,1.1821680013299922,0
138,0.03,0.38,0.09,9.75,0.060000000000000005,0.41000000000000003,0.6136556037376433,0.3919100708070667,0.7281254724280778,0
139,0.03,0.38,0.09,4.75,0.04,0.16000000000000003,0.6103393547496475,0.33024660550867146,0.6939574543199433,0
141,0.03,0.38,0.09,3.75,0.09,0.31000000000000005,0.5614457446719967,0.3428591771048284,0.6578554092924166,0
142,0.03,0.34,0.1,4.5,0.022,0.24000000000000002,0.5345220680423753,0.5681423725469993,0.7800638414307068,0
143,0.03,0.4600000000000001,0.09,8.25,0.04,0.31000000000000005,0.7023842266034712,0.49463876052799044,0.8590757272778826,0
144,0.03,0.36,0.09,9.0,0.02,0.26,1.310745805420905,1.1595119503049547,1.7500064369391606,0
145,0.03,0.36,0.09,9.0,0.08,0.36000000000000004,0.12995671751346244,0.028034070640324028,0.13294607005677359,0
146,0.03,0.44000000000000006,0.09,9.5,0.08,0.31000000000000005,0.0952880528119138,0.11881014690813807,0.15230122789071474,0
147,0.03,0.36000000000000004,0.1,4.0,0.022,0.16000000000000003,0.20822576811772003,0.03282038124397696,0.21079646091245105,0
148,0.03,0.38,0.09,10.0,0.02,0.36000000000000004,1.9692693829941694,1.993900788513143,2.8024386268447645,0
149,0.03,0.42000000000000004,0.09,5.75,0.06999999999999999,0.36000000000000004,0.2460847293451596,0.039285130668825115,0.24920075342692508,0
152,0.03,0.34,0.1,3.5,0.037999999999999985,0.2,0.4526075616261118,0.24665365849709187,0.515452841772295,0
153,0.03,0.38,0.09,3.5,0.04,0.46,0.29916418807497425,0.6951579744202033,0.7567984017071908,0
154,0.03,0.36000000000000004,0.1,3.5,0.025999999999999995,0.2,0.18450012714097624,0.05380192329275956,0.19218466084741617,0
155,0.03,0.42000000000000004,0.09,6.5,0.05,0.21000000000000002,0.5033327959325381,0.18997919833497567,0.5379925643178222,0
156,0.03,0.4600000000000001,0.09,5.5,0.09,0.16000000000000003,1.079499022030555,0.6212206860018965,1.2454851581940234,0
157,0.03,0.44000000000000006,0.09,3.75,0.08,0.21000000000000002,0.8729873857383353,0.5013760744275033,1.0067198933499757,0
158,0.03,0.36,0.09,8.5,0.09,0.26,0.31987489909104977,0.3745804238633764,0.4925753191240666,0
160,0.03,0.42000000000000004,0.09,3.0,0.03,0.31000000000000005,0.11635781395908144,0.3983274389452309,0.4149745648663336,0
162,0.03,0.38,0.09,2.25,0.09,0.46,0.422898519508303,0.20288061727692647,0.46904552302413166,0
163,0.03,0.36,0.09,1.75,0.08,0.1,0.8306134590764297,0.9081210762062513,1.230691922232738,0
164,0.03,0.38,0.09,3.0,0.060000000000000005,0.26,0.598698972887958,0.32655279229909123,0.6819656782385968,0
166,0.03,0.4,0.09,3.0,0.01,0.31000000000000005,1.0828350795448847,2.4639389453542337,2.691380117323882,0
167,0.03,0.4600000000000001,0.09,4.25,0.05,0.16000000000000003,0.845954053571668,0.4288094203236834,0.9484280572150267,0
168,0.03,0.44000000000000006,0.09,10.0,0.04,0.11,0.48640810787755107,0.4563512045289243,0.6669702161896133,0
169,0.03,0.4600000000000001,0.09,1.5,0.060000000000000005,0.16000000000000003,,,,1
171,0.03,0.4600000000000001,0.09,3.25,0.04,0.41000000000000003,0.6785015067581393,0.5422303176695303,0.8685493722714127,0
172,0.03,0.4,0.09,7.75,0.060000000000000005,0.21000000000000002,0.5318069496844862,0.2913531240608208,0.6063870666766547,0
173,0.03,0.4,0.09,3.0,0.01,0.36000000000000004,1.2943990185159395,2.969928815100906,3.2397447408556275,0
174,0.03,0.44000000000000006,0.09,7.25,0.08,0.16000000000000003,0.6467291247911081,0.573992435562816,0.8647114414279518,0
175,0.03,0.36,0.09,1.5,0.06999999999999999,0.11,,,,1
176,0.03,0.44000000000000006,0.09,5.0,0.05,0.11,1.0365635093345196,0.605547010251888,1.2004795252351848,0
177,0.03,0.4600000000000001,0.09,2.5,0.05,0.36000000000000004,0.3173491501134163,0.021791049003355906,0.3180964207506496,0
178,0.03,0.38,0.09,5.75,0.09,0.16000000000000003,0.9698374025564804,0.6492168449049467,1.1670763038918381,0
180,0.03,0.36,0.09,2.25,0.060000000000000005,0.21000000000000002,0.8595816474130721,0.5558557381416513,1.0236484797987888,0
181,0.03,0.42000000000000004,0.09,2.5,0.06999999999999999,0.21000000000000002,0.9322392831122153,0.5480414927798201,1.0813970403075415,0
182,0.03,0.4600000000000001,0.09,2.0,0.06999999999999999,0.41000000000000003,0.5701065547826157,0.19611436648462738,0.6028949564789627,0
183,0.03,0.4,0.09,3.25,0.09999999999999999,0.31000000000000005,0.65243739627092,0.40371520781981957,0.7672421554358034,0
184,0.03,0.38,0.09,7.25,0.09999999999999999,0.46,0.27210154080966065,0.04879964147750792,0.2764428576022986,0
185,0.03,0.36,0.09,10.0,0.01,0.1,0.7614675668384262,0.6432667471521176,0.9968073852748581,0
186,0.03,0.38,0.09,2.5,0.08,0.31000000000000005,0.6633576220217097,0.3965294696383445,0.772838246327111,0
187,0.03,0.4600000000000001,0.09,5.0,0.060000000000000005,0.46,0.6812763302536463,0.4577071260642551,0.8207516380817497,0
189,0.03,0.34,0.1,5.0,0.023999999999999997,0.14,0.24002178398714452,0.1141162346396574,0.26576864336618944,0
190,0.03,0.44000000000000006,0.09,5.75,0.01,0.41000000000000003,3.0534164830805337,4.757703897778143,5.653237886210099,0
192,0.03,0.4600000000000001,0.09,4.25,0.02,0.31000000000000005,1.3657345905089873,1.2768938021294751,1.8696761092845515,0
193,0.03,0.38,0.09,8.25,0.08,0.46,0.4134705688361989,0.23983583317552853,0.47799491437538316,0
194,0.03,0.4600000000000001,0.09,3.5,0.03,0.11,0.8948225286880346,0.43902989220553096,0.9967219291746563,0
195,0.03,0.38,0.09,7.25,0.06999999999999999,0.41000000000000003,0.38822416576717317,0.1964805882269289,0.4351121975256699,0
197,0.03,0.4600000000000001,0.09,10.0,0.03,0.36000000000000004,1.3176253051485916,1.213690749319337,1.7914189012487427,0
198,0.03,0.4600000000000001,0.09,3.25,0.01,0.31000000000000005,1.053030069238248,2.6939575090870798,2.892452140915485,0
200,0.03,0.44000000000000006,0.09,2.25,0.01,0.21000000000000002,0.326956403329759,1.0113091380071013,1.062848372203203,0
201,0.03,0.42000000000000004,0.09,4.25,0.060000000000000005,0.16000000000000003,0.8972266484837474,0.5238296023040319,1.03894807906814,0
205,0.03,0.44000000000000006,0.09,6.5,0.04,0.16000000000000003,0.5995252199798853,0.249916370745629,0.6495295849756164,0
206,0.03,0.4,0.09,3.75,0.05,0.16000000000000003,0.8033978067212397,0.47800307050094715,0.9348448915477006,0
208,0.03,0.4,0.09,5.75,0.01,0.26,1.2538640885113737,2.7290418035945634,3.003305565243924,0
209,0.03,0.4,0.09,5.0,0.02,0.16000000000000003,0.1661318427331517,0.24648180198207986,0.29724243956448393,0
211,0.03,0.4600000000000001,0.09,2.75,0.05,0.46,0.13229422349964629,0.35528675802089776,0.3791179789938408,0
212,0.03,0.36,0.09,9.0,0.05,0.46,0.8729646020162647,0.7553755250260187,1.1544086712173245,0
213,0.03,0.42000000000000004,0.09,9.0,0.05,0.41000000000000003,0.25308840396990434,0.6249270727186225,0.6742311075890076,0
214,0.03,0.36,0.09,3.25,0.02,0.46,0.9442482039881247,1.8238199834687634,2.0537585064546415,0
215,0.03,0.38,0.09,3.25,0.06999999999999999,0.41000000000000003,0.24852005781599434,0.013533691292474597,0.2488882880668859,0
216,0.03,0.44000000000000006,0.09,4.5,0.01,0.16000000000000003,1.389588446185161,1.2641628450612417,1.8785802481141505,0
219,0.03,0.44000000000000006,0.09,9.75,0.09999999999999999,0.26,0.2589564161847976,0.37661353562593414,0.4570516171067999,0
222,0.03,0.44000000000000006,0.09,9.25,0.03,0.11,0.2658767982676595,0.29829319527940973,0.39958641394204303,0
223,0.03,0.4,0.09,10.0,0.06999999999999999,0.41000000000000003,0.09450333497567849,0.26352279450742017,0.27995560995723107,0
224,0.03,0.44000000000000006,0.09,5.75,0.04,0.36000000000000004,0.17683460099490134,0.598130788261787,0.6237234290738906,0
225,0.03,0.4600000000000001,0.09,3.75,0.04,0.31000000000000005,0.40249452867223756,0.25346252231181365,0.47565228458166087,0
226,0.03,0.36,0.09,3.5,0.06999999999999999,0.1,1.252551670946084,0.7979890224286715,1.485150554087529,0
227,0.03,0.38,0.09,4.25,0.06999999999999999,0.26,0.5573119806432916,0.31794134819439057,0.6416255486342601,0
228,0.03,0.38000000000000006,0.1,4.0,0.037999999999999985,0.22000000000000003,0.3222578754118626,0.09748593257491055,0.33668033104855943,0
229,0.03,0.38000000000000006,0.1,4.5,0.037999999999999985,0.2,0.11483222090247512,0.14978307756552495,0.18873634859876595,0
231,0.03,0.4,0.09,3.75,0.03,0.31000000000000005,0.15412061656301976,0.5195529287361714,0.541930263233286,0
234,0.03,0.4600000000000001,0.09,6.75,0.09999999999999999,0.26,0.31511645249038034,0.3892794517331563,0.5008361709898647,0
235,0.03,0.4,0.09,6.75,0.06999999999999999,0.21000000000000002,0.6455810611962379,0.385242227501088,0.7517888536186611,0
236,0.03,0.4,0.09,4.25,0.02,0.46,1.0659173456765993,2.2071005138567354,2.4510145789205158,0
238,0.03,0.38000000000000006,0.1,4.0,0.027999999999999994,0.28,0.17909026593139096,0.46413195253792505,0.49748546985619896,0
239,0.03,0.4600000000000001,0.09,3.5,0.08,0.26,0.35304098899196407,0.38165218587521993,0.5199003086090231,0
240,0.03,0.44000000000000006,0.09,5.5,0.08,0.31000000000000005,0.049861192168033315,0.18044808918818375,0.18721017968071146,0
241,0.03,0.36,0.09,2.25,0.02,0.41000000000000003,0.45733307539511275,1.0067920678695277,1.105795555143604,0
242,0.03,0.34,0.1,4.0,0.02,0.2,0.21929310884469974,0.3710387516823546,0.4309979383207921,0
243,0.03,0.4600000000000001,0.09,8.5,0.09,0.41000000000000003,0.35684222964194656,0.06676146874008489,0.36303370444652805,0
245,0.03,0.42000000000000004,0.09,4.0,0.06999999999999999,0.26,0.6218397234136063,0.30948138356773597,0.6945958309622298,0
246,0.03,0.36,0.09,3.75,0.02,0.46,1.8492226624433705,2.0046209072457235,2.727293427018959,0
247,0.03,0.36,0.09,3.25,0.02,0.1,0.6693260455748767,0.3497833201307157,0.7552123716720806,0
248,0.03,0.38,0.09,2.0,0.05,0.36000000000000004,0.4628046429988615,0.17822210230496113,0.4959347289022051,0
249,0.03,0.4,0.09,6.5,0.06999999999999999,0.21000000000000002,0.6452128340949288,0.39318744287341306,0.7555765788549454,0
250,0.03,0.4,0.09,2.75,0.03,0.11,0.9082740311083402,0.530858682827486,1.0520326310144221,0
251,0.03,0.42000000000000004,0.09,4.25,0.09999999999999999,0.31000000000000005,0.6308703308518193,0.344981800908879,0.7190339472566072,0
252,0.03,0.38,0.09,7.0,0.06999999999999999,0.21000000000000002,0.43929872272300574,0.3928574541208724,0.5893389067797897,0
253,0.03,0.4600000000000001,0.09,5.5,0.05,0.41000000000000003,0.7358900024318671,0.5229540045421458,0.9027818045052969,0
254,0.03,0.4600000000000001,0.09,9.25,0.03,0.16000000000000003,0.17789616996495353,0.021024259202169257,0.17913421438463295,0
255,0.03,0.44000000000000006,0.09,7.5,0.04,0.36000000000000004,0.8654028867878356,0.6660579972432329,1.0920418545790203,0
257,0.03,0.38000000000000006,0.1,5.0,0.025999999999999995,0.2,0.11268745752498834,0.2059542916118363,0.23476718960872567,0
258,0.03,0.38,0.09,6.75,0.09,0.11,1.1908782364394357,0.7743468000568825,1.42049425932787,0
259,0.03,0.34,0.1,4.0,0.02,0.12000000000000001,0.40564119968988027,0.16955445455172624,0.43965156197172633,0
261,0.03,0.38000000000000006,0.1,3.5,0.037999999999999985,0.14,0.7356393438427956,0.46088029019656146,0.8680874875847051,0
262,0.03,0.38000000000000006,0.1,4.0,0.03199999999999999,0.22000000000000003,0.22182860668419138,0.04077109699284521,0.22554425972178868,0
263,0.03,0.36,0.09,3.5,0.02,0.46,1.597231530834765,1.921727606330651,2.4988368406172703,0
264,0.03,0.44000000000000006,0.09,9.25,0.09999999999999999,0.16000000000000003,0.7442119224078193,0.6352035448578669,0.9784349384879621,0
265,0.03,0.38,0.09,4.5,0.09,0.16000000000000003,1.012616697579931,0.6671688306380928,1.212644558307456,0
266,0.03,0.36,0.09,7.25,0.06999999999999999,0.21000000000000002,0.584077730176241,0.4041460096095635,0.7102681127371291,0
268,0.03,0.34,0.1,4.0,0.029999999999999992,0.26,0.14738323203206638,0.2512860312306806,0.29131853112338135,0
269,0.03,0.38000000000000006,0.1,4.5,0.037999999999999985,0.28,0.10095564149205129,0.186475295816899,0.2120497052557998,0
270,0.03,0.44000000000000006,0.09,4.75,0.02,0.26,0.3471027171227595,0.9839401259265391,1.0433688071062581,0
271,0.03,0.42000000000000004,0.09,3.0,0.01,0.46,1.625269691305332,4.016128511651488,4.332526952204191,0
272,0.03,0.34,0.1,3.0,0.03199999999999999,0.16000000000000003,0.6070361261887137,0.35659850736974974,0.7040279496984004,0
273,0.03,0.36,0.09,8.0,0.09999999999999999,0.31000000000000005,0.15173473678403815,0.30219189870290486,0.33814697098833824,0
274,0.03,0.44000000000000006,0.09,2.5,0.03,0.31000000000000005,0.20704985383406782,0.2738722193682059,0.34333021206176356,0
275,0.03,0.42000000000000004,0.09,5.75,0.04,0.16000000000000003,0.61483940143879,0.27733788327597814,0.6744952120375723,0
276,0.03,0.4,0.09,4.5,0.01,0.21000000000000002,0.8464049781897071,1.8589928439704475,2.0426100413533788,0
277,0.03,0.4,0.09,2.25,0.02,0.46,0.5441886351370507,1.2847830916410237,1.3952809262578605,0
278,0.03,0.38,0.09,6.0,0.09999999999999999,0.21000000000000002,0.8115492374344084,0.5544677241884028,0.9828767073987646,0
279,0.03,0.38,0.09,8.0,0.09999999999999999,0.46,0.30521964301331567,0.059376989580700805,0.3109415658493449,0
280,0.03,0.4,0.09,2.25,0.05,0.41000000000000003,0.2763760830147342,0.0397820070299793,0.2792245464601932,0
281,0.03,0.4600000000000001,0.09,9.0,0.08,0.41000000000000003,0.4470500133020629,0.15904717303366298,0.4744994390337828,0
282,0.03,0.38,0.09,4.75,0.01,0.41000000000000003,2.951532640549945,4.376284710832542,5.278580566638952,0
285,0.03,0.36,0.09,3.5,0.03,0.11,0.8129783106443265,0.4870087158699868,0.9476873022845861,0
286,0.03,0.4600000000000001,0.09,2.25,0.01,0.46,1.2215996105797455,3.153943563556583,3.3822574725571357,0
287,0.03,0.38,0.09,9.5,0.02,0.41000000000000003,1.267086093151091,2.359428471636016,2.678135523124915,0
288,0.03,0.38000000000000006,0.1,3.0,0.029999999999999992,0.24000000000000002,0.22394332186746052,0.054687114722452294,0.23052395087213753,0
289,0.03,0.42000000000000004,0.09,6.75,0.02,0.46,2.1159720237948814,2.6113266906434105,3.361006499658885,0
290,0.03,0.36,0.09,4.0,0.03,0.21000000000000002,0.23841097981915313,0.043267806064863835,0.2423053823999692,0
291,0.03,0.44000000000000006,0.09,2.5,0.09999999999999999,0.26,0.9171571692875998,0.5432670286409194,1.0659813964530416,0
292,0.03,0.42000000000000004,0.09,2.75,0.01,0.31000000000000005,0.9552361603982245,2.3164058473059796,2.5056360812308074,0
293,0.03,0.44000000000000006,0.09,4.0,0.09,0.31000000000000005,0.602191387180566,0.2996146567537488,0.6726094032468778,0
296,0.03,0.36,0.09,6.25,0.06999999999999999,0.26,0.17649790591717882,0.26982182500679974,0.32242104156389884,0
297,0.03,0.42000000000000004,0.09,3.5,0.03,0.41000000000000003,0.35533749387172564,0.9436375181533777,1.0083236088764882,0
298,0.03,0.42000000000000004,0.09,2.75,0.06999999999999999,0.31000000000000005,0.6031548202441203,0.28369922793926206,0.6665440638975418,0
300,0.03,0.38,0.09,3.0,0.02,0.11,0.6484870007155951,0.3009752756318478,0.7149276233569206,0
301,0.03,0.38,0.09,9.5,0.01,0.26,1.442054186636032,3.0561085362925184,3.379248387259289,0
303,0.03,0.42000000000000004,0.09,7.75,0.05,0.46,0.3533649955534243,0.7690888299854141,0.8463831570221637,0
304,0.03,0.42000000000000004,0.09,5.5,0.01,0.26,1.1928760665651115,2.720438469303555,2.9704778698806225,0
306,0.03,0.4600000000000001,0.09,6.5,0.04,0.31000000000000005,0.6291689467776358,0.44176084805582305,0.7687692829869567,0
307,0.03,0.44000000000000006,0.09,4.25,0.04,0.46,0.3328325332153846,0.8709150403263609,0.9323467716645116,0
308,0.03,0.4600000000000001,0.09,3.0,0.03,0.26,0.2764607872942251,0.21214412685326298,0.3484762509406862,0
309,0.03,0.42000000000000004,0.09,6.5,0.01,0.26,1.2565482729781814,2.8578117632668993,3.121858682994974,0
310,0.03,0.42000000000000004,0.09,3.75,0.09,0.36000000000000004,0.4844901216204623,0.20880239961105176,0.5275690665980557,0
311,0.03,0.4600000000000001,0.09,3.5,0.06999999999999999,0.26,0.27994273502700023,0.31960812178092946,0.4248732592229484,0
313,0.03,0.4600000000000001,0.09,8.75,0.03,0.11,0.23573193925625427,0.2975874870241244,0.3796417516802489,0
314,0.03,0.36,0.09,7.25,0.060000000000000005,0.26,0.10220668207795704,0.1534174773018598,0.184345133385862,0
316,0.03,0.36,0.09,1.75,0.06999999999999999,0.36000000000000004,0.6519097460163201,0.41881606559443263,0.7748504460546326,0
317,0.03,0.38000000000000006,0.1,4.0,0.023999999999999997,0.1,0.6733469603876335,0.3948108140299606,0.7805585871273633,0
318,0.03,0.36,0.09,5.75,0.02,0.41000000000000003,1.1387824974031158,2.0693670811224703,2.3620130594103435,0
319,0.03,0.34,0.1,3.5,0.029999999999999992,0.38,0.5320567500552632,0.7169992981458675,0.8928451034871813,0
320,0.03,0.42000000000000004,0.09,7.75,0.03,0.16000000000000003,0.35595531851165163,0.025990338429244655,0.35690290902204486,0
321,0.03,0.4600000000000001,0.09,1.75,0.04,0.21000000000000002,,,,1
322,0.03,0.4,0.09,8.75,0.08,0.41000000000000003,0.4045841698908409,0.1278261636624781,0.4242969227356327,0
323,0.03,0.36000000000000004,0.1,5.0,0.02,0.16000000000000003,0.09379101874208509,0.20500382510658993,0.22544028811419548,0
324,0.03,0.4,0.09,3.25,0.08,0.21000000000000002,0.8558818804782793,0.5429484613816185,1.0135713221316507,0
325,0.03,0.44000000000000006,0.09,10.0,0.03,0.31000000000000005,1.0378278379657135,0.9179699788891064,1.3855524181344614,0
326,0.03,0.36,0.09,1.5,0.04,0.16000000000000003,,,,1
327,0.03,0.42000000000000004,0.09,1.5,0.06999999999999999,0.16000000000000003,,,,1
328,0.03,0.36,0.09,8.75,0.02,0.46,1.4982858444196734,2.6690139781574764,3.0607999096949103,0
329,0.03,0.44000000000000006,0.09,7.25,0.060000000000000005,0.26,0.04723651893217675,0.10595540001182902,0.11600791142200857,0
330,0.03,0.42000000000000004,0.09,3.75,0.09999999999999999,0.41000000000000003,0.4138588162168792,0.15638844274753824,0.4424211396231385,0
333,0.03,0.4,0.09,7.5,0.02,0.16000000000000003,0.12326226685142865,0.3558262848404166,0.3765712833086003,0
334,0.03,0.4600000000000001,0.09,9.75,0.08,0.11,1.1289422157983717,0.7077111734022103,1.3324284714648178,0
336,0.03,0.44000000000000006,0.09,8.75,0.01,0.31000000000000005,2.6668670571095734,3.774339620066006,4.62145209516406,0
338,0.03,0.4,0.09,3.75,0.03,0.21000000000000002,0.2997062926376666,0.048497771941949375,0.30360483482637096,0
339,0.03,0.4,0.09,6.75,0.08,0.16000000000000003,0.9037969586460549,0.5922666937987763,1.080568729438897,0
340,0.03,0.38,0.09,7.25,0.03,0.21000000000000002,0.687518920790566,0.21646055373901268,0.7207894545358059,0
341,0.03,0.4600000000000001,0.09,7.25,0.09,0.16000000000000003,0.9686891795546148,0.6046786680819272,1.1419260125855466,0
342,0.03,0.34,0.1,3.5,0.029999999999999992,0.4,0.7587716173192048,0.8033903538857475,1.1050658025501778,0
343,0.03,0.4600000000000001,0.09,2.75,0.060000000000000005,0.11,1.0179608673960567,0.73247580143192,1.2540993290936193,0
344,0.03,0.42000000000000004,0.09,2.0,0.08,0.36000000000000004,0.6829302026753534,0.3657584566349767,0.7747082743369916,0
345,0.03,0.4600000000000001,0.09,7.0,0.09,0.31000000000000005,0.04446796531810212,0.20926035436348994,0.2139329237117684,0
346,0.03,0.4600000000000001,0.09,5.25,0.060000000000000005,0.16000000000000003,0.8861633214774725,0.4791728986058513,1.0074185322348996,0
347,0.03,0.38000000000000006,0.1,5.0,0.037999999999999985,0.30000000000000004,0.11792926866366595,0.3027865487297389,0.3249415432031024,0
348,0.03,0.4,0.09,8.25,0.02,0.21000000000000002,0.8604974195493845,0.774745831439791,1.1578803532250137,0
349,0.03,0.38,0.09,8.5,0.04,0.41000000000000003,0.9861611105995041,0.8779357351290962,1.3203351434675643,0
350,0.03,0.4600000000000001,0.09,3.75,0.060000000000000005,0.31000000000000005,0.07805992462380058,0.0740503181402125,0.1075955456742523,0
351,0.03,0.38000000000000006,0.1,4.5,0.022,0.3400000000000001,1.5419850510366309,1.232454031644453,1.9739961595041433,0
352,0.03,0.36000000000000004,0.1,3.0,0.025999999999999995,0.4,0.5158112264893379,0.9042456347880997,1.0410193991495875,0
353,0.03,0.38,0.09,3.25,0.09,0.31000000000000005,0.6037624269534222,0.3713219853891411,0.7088082145644334,0
356,0.03,0.38000000000000006,0.1,4.0,0.03199999999999999,0.12000000000000001,0.717729870827868,0.4361593459390731,0.8398637642669126,0
359,0.03,0.4,0.09,4.75,0.09,0.21000000000000002,0.8114490433009729,0.5292427055079111,0.9687865560624784,0
360,0.03,0.4,0.09,8.5,0.060000000000000005,0.41000000000000003,0.18225318403663174,0.3821010792643747,0.4233408294347361,0
363,0.03,0.38,0.09,5.75,0.09999999999999999,0.46,0.17577754438377494,0.01331244154916745,0.17628092979556798,0
366,0.03,0.4,0.09,3.25,0.03,0.31000000000000005,0.1228986090380581,0.4343229268067711,0.45137619881146734,0
367,0.03,0.38,0.09,7.0,0.09,0.11,1.1845426773477106,0.7726448396255554,1.4142564840431466,0
369,0.03,0.36000000000000004,0.1,4.5,0.023999999999999997,0.26,0.3163201128700323,0.5885161453392759,0.6681389579504473,0
370,0.03,0.44000000000000006,0.09,4.75,0.06999999999999999,0.46,0.09284461317229123,0.2799577104076017,0.2949515923194499,0
371,0.03,0.4,0.09,7.25,0.01,0.11,0.29194808180223386,0.7515989035882105,0.806309242377268,0
372,0.03,0.36000000000000004,0.1,3.5,0.025999999999999995,0.26,0.13485700842906911,0.35677215373867566,0.38140894379362844,0
374,0.03,0.36,0.09,1.5,0.03,0.11,,,,1
376,0.03,0.38,0.09,9.0,0.060000000000000005,0.31000000000000005,0.2124826079966453,0.04773852401363058,0.21777930428774914,0
378,0.03,0.44000000000000006,0.09,9.0,0.05,0.11,0.9504710131679841,0.5652477348104401,1.1058481580130735,0
379,0.03,0.4600000000000001,0.09,7.5,0.060000000000000005,0.31000000000000005,0.29518188297860654,0.07497375568601747,0.30455444189908376,0
380,0.03,0.4,0.09,3.5,0.06999999999999999,0.46,0.13278703167740036,0.15046356485873905,0.20067805094652205,0
381,0.03,0.38000000000000006,0.1,4.5,0.03999999999999998,0.18000000000000002,0.48267505500941366,0.2661651356301198,0.551197866608118,0
382,0.03,0.34,0.1,3.5,0.03999999999999998,0.1,1.0245774442576416,0.6640406072987305,1.2209458904567343,0
383,0.03,0.38,0.09,2.5,0.05,0.41000000000000003,0.2062317472140637,0.09729446712600533,0.22803014470086802,0
384,0.03,0.36,0.09,1.5,0.01,0.11,,,,1
385,0.03,0.34,0.1,5.0,0.02,0.3400000000000001,1.0565203235365916,1.4403139265104674,1.7862640904821057,0
386,0.03,0.42000000000000004,0.09,4.0,0.09999999999999999,0.16000000000000003,1.117333079251938,0.6915751257455693,1.3140431364839655,0
387,0.03,0.36,0.09,6.5,0.08,0.11,1.1406405224967693,0.7548881771273589,1.367814666366891,0
389,0.03,0.42000000000000004,0.09,8.5,0.09,0.16000000000000003,0.9692793830476013,0.6132621617628142,1.1469930258947256,0
391,0.03,0.44000000000000006,0.09,6.25,0.02,0.46,1.1848889574206534,2.5960165432703497,2.8536404353651035,0
392,0.03,0.38,0.09,8.5,0.09,0.11,1.1625804735982066,0.7675797495211817,1.3931159425786608,0
393,0.03,0.36,0.09,3.0,0.01,0.31000000000000005,1.137339128360127,2.394865229005591,2.6512109983928056,0
394,0.03,0.4,0.09,6.5,0.08,0.11,1.1541428993235852,0.7419426672257097,1.3720512940517389,0
396,0.03,0.42000000000000004,0.09,4.75,0.03,0.26,0.09984730851675977,0.4009255053934583,0.4131715695604442,0
397,0.03,0.38,0.09,7.25,0.05,0.16000000000000003,0.4560212219049477,0.3947582424619741,0.6031495874319639,0
399,0.03,0.36000000000000004,0.1,3.5,0.02,0.14,0.30994024188466174,0.06737547012822988,0.3171788257663532,0
400,0.03,0.4,0.09,5.25,0.09,0.11,1.2255107821205002,0.7804310694684489,1.452910641190733,0
401,0.03,0.36,0.09,9.25,0.06999999999999999,0.21000000000000002,0.31227968182569005,0.3783658234654218,0.49059076229360554,0
403,0.03,0.4600000000000001,0.09,9.25,0.03,0.26,0.7963291347975459,0.6140379406844498,1.0055757970075692,0
404,0.03,0.36000000000000004,0.1,4.5,0.03199999999999999,0.12000000000000001,0.6592148850522621,0.4240453619405988,0.7838231520297169,0
405,0.03,0.42000000000000004,0.09,2.5,0.09,0.31000000000000005,0.7416488634835229,0.4211220101605553,0.8528697345715042,0
406,0.03,0.38,0.09,10.0,0.01,0.31000000000000005,2.7414340425001726,3.786784174745109,4.674954009985428,0
